First Dose,Second Dose,Total Doses,Male,Female,State,Vaccine
11635,37012,48647,9403,39244,Jharkhand,Covishield
15052,45632,60684,13047,47637,Karnataka,Covishield
20949,3076,24025,6839,17186,Kerala,Covishield
42379,2639,45018,13212,31806,Lakshadweep,Covishield
23930,23983,47913,12993,34920,Ladakh,Covishield
46119,20080,66199,43181,23018,Madhya Pradesh,Covishield
18379,45014,63393,14488,48905,Maharashtra,Covishield
17014,39202,56216,39975,16241,Manipur,Covishield
28366,6632,34998,19882,15116,Meghalaya,Covishield
18462,47769,66231,13791,52440,Mizoram,Covishield
32178,20804,52982,31036,21946,Nagaland,Covishield
17765,44292,62057,61326,731,Odisha,Covishield
6671,12076,18747,11410,7337,Puducherry,Covishield
48168,18356,66524,35175,31349,Punjab,Covishield
7359,31936,39295,8704,30591,Rajasthan,Covishield
31509,26587,58096,38419,19677,Sikkim,Covishield
8764,8736,17500,8098,9402,Tamil Nadu,Covishield
43140,12790,55930,23424,32506,Telengana,Covishield
13384,36742,50126,45214,4912,Tripura,Covishield
32503,45182,77685,75972,1713,Uttarakhand,Covishield
33257,21486,54743,14798,39945,Uttar Pradesh,Covishield
12395,33131,45526,6954,38572,West Bengal,Covishield
25922,49256,75178,61154,14024,Andhra Pradesh,Covishield
48847,17587,66434,52709,13725,Andaman and Nicobar Islands,Covishield
42517,36491,79008,25201,53807,Arunachal Pradesh,Covishield
13789,42160,55949,7023,48926,Assam,Covishield
2801,32089,34890,22065,12825,Bihar,Covishield
7373,13672,21045,20055,990,Chandigarh,Covishield
12881,23949,36830,15010,21820,Chhattisgarh,Covishield
31075,33439,64514,40696,23818,Dadra and Nagar Haveli and Daman and Diu,Covishield
11970,22674,34644,16746,17898,Delhi,Covishield
9315,40786,50101,34767,15334,Goa,Covishield
32575,5373,37948,11837,26111,Gujarat,Covishield
11006,36943,47949,22987,24962,Haryana,Covishield
17590,23424,41014,6673,34341,Himachal Pradesh,Covishield
4668,24596,29264,22651,6613,Jammu and Kashmir,Covishield
43604,22166,65770,33234,32536,Jharkhand,Covishield
33536,8439,41975,28647,13328,Karnataka,Covishield
12204,46892,59096,43976,15120,Kerala,Covishield
34977,15927,50904,24238,26666,Lakshadweep,Covishield
40733,12011,52744,11126,41618,Ladakh,Covishield
6666,31501,38167,11602,26565,Madhya Pradesh,Covishield
15642,43878,59520,57145,2375,Maharashtra,Covishield
6608,9097,15705,8861,6844,Manipur,Covishield
42867,27670,70537,7076,63461,Meghalaya,Covishield
21182,45323,66505,27013,39492,Mizoram,Covishield
14490,41251,55741,11234,44507,Nagaland,Covishield
36941,26881,63822,46974,16848,Odisha,Covishield
21734,11755,33489,10639,22850,Puducherry,Covishield
47983,9687,57670,22341,35329,Punjab,Covishield
5545,24300,29845,8002,21843,Rajasthan,Covishield
25462,44891,70353,54259,16094,Sikkim,Covishield
21364,31804,53168,22839,30329,Tamil Nadu,Covishield
38053,2922,40975,10166,30809,Telengana,Covishield
42991,45739,88730,11831,76899,Tripura,Covishield
5072,1661,6733,5437,1296,Uttarakhand,Covishield
33315,38640,71955,42431,29524,Uttar Pradesh,Covishield
8485,36333,44818,9216,35602,West Bengal,Covishield
11845,40721,52566,41251,11315,Andhra Pradesh,Covishield
7159,40186,47345,15427,31918,Andaman and Nicobar Islands,Covishield
22449,39940,62389,30820,31569,Arunachal Pradesh,Covishield
13670,9547,23217,7790,15427,Assam,Covishield
25550,11039,36589,15565,21024,Bihar,Covishield
10414,3998,14412,13897,515,Chandigarh,Covishield
43518,31353,74871,64872,9999,Chhattisgarh,Covishield
49599,39289,88888,53790,35098,Dadra and Nagar Haveli and Daman and Diu,Covishield
10371,25463,35834,12052,23782,Delhi,Covishield
31938,49395,81333,26850,54483,Goa,Covishield
49110,45779,94889,74961,19928,Gujarat,Covishield
45042,45737,90779,31019,59760,Haryana,Covishield
25023,45582,70605,18546,52059,Himachal Pradesh,Covishield
46258,29343,75601,18490,57111,Jammu and Kashmir,Covishield
30645,7308,37953,6630,31323,Jharkhand,Covishield
21867,31875,53742,21015,32727,Karnataka,Covishield
14657,39231,53888,22305,31583,Kerala,Covishield
12686,3596,16282,14831,1451,Lakshadweep,Covishield
9211,22147,31358,30442,916,Ladakh,Covishield
23754,39270,63024,28531,34493,Madhya Pradesh,Covishield
47631,33056,80687,36577,44110,Maharashtra,Covishield
20188,7053,27241,13460,13781,Manipur,Covishield
33737,35264,69001,66798,2203,Meghalaya,Covishield
15796,7798,23594,16585,7009,Mizoram,Covishield
49534,41496,91030,59056,31974,Nagaland,Covishield
46883,49639,96522,63126,33396,Odisha,Covishield
29350,41871,71221,32184,39037,Puducherry,Covishield
26116,42074,68190,18202,49988,Punjab,Covishield
10499,45685,56184,55771,413,Rajasthan,Covishield
17438,21201,38639,10459,28180,Sikkim,Covishield
27213,28804,56017,32325,23692,Tamil Nadu,Covishield
30946,30461,61407,13801,47606,Telengana,Covishield
21173,46676,67849,10668,57181,Tripura,Covishield
14007,43788,57795,41832,15963,Uttarakhand,Covishield
29353,39208,68561,57273,11288,Uttar Pradesh,Covishield
30202,21977,52179,12586,39593,West Bengal,Covishield
2177,21920,24097,22518,1579,Andhra Pradesh,Covishield
23641,37838,61479,60859,620,Andaman and Nicobar Islands,Covishield
35402,9357,44759,26579,18180,Arunachal Pradesh,Covishield
37070,26142,63212,19141,44071,Assam,Covishield
3455,24222,27677,18911,8766,Bihar,Covishield
19976,9454,29430,11863,17567,Chandigarh,Covishield
32628,11900,44528,7091,37437,Chhattisgarh,Covishield
1756,34572,36328,6022,30306,Dadra and Nagar Haveli and Daman and Diu,Covishield
40197,32242,72439,30859,41580,Delhi,Covishield
44953,35233,80186,53257,26929,Goa,Covishield
21361,9938,31299,22506,8793,Gujarat,Covishield
25367,24129,49496,13058,36438,Haryana,Covishield
6479,10582,17061,13958,3103,Himachal Pradesh,Covishield
38139,12462,50601,47177,3424,Jammu and Kashmir,Covishield
24406,30212,54618,35650,18968,Jharkhand,Covishield
7412,22600,30012,27622,2390,Karnataka,Covishield
6289,34950,41239,5375,35864,Kerala,Covishield
3927,14840,18767,7838,10929,Lakshadweep,Covishield
43195,19707,62902,20824,42078,Ladakh,Covishield
29056,10223,39279,9673,29606,Madhya Pradesh,Covishield
2666,18125,20791,10293,10498,Maharashtra,Covishield
8071,39006,47077,29273,17804,Manipur,Covishield
7303,22086,29389,11297,18092,Meghalaya,Covishield
49825,24267,74092,64944,9148,Mizoram,Covishield
41117,8614,49731,37560,12171,Nagaland,Covishield
36781,48951,85732,82732,3000,Odisha,Covishield
48354,14051,62405,19483,42922,Puducherry,Covishield
38155,6980,45135,18639,26496,Punjab,Covishield
24323,14306,38629,20150,18479,Rajasthan,Covishield
29073,16296,45369,33146,12223,Sikkim,Covishield
39628,12943,52571,21165,31406,Tamil Nadu,Covishield
41332,45623,86955,65370,21585,Telengana,Covishield
5637,2655,8292,7919,373,Tripura,Covishield
24991,47173,72164,6805,65359,Uttarakhand,Covishield
33769,30513,64282,37898,26384,Uttar Pradesh,Covishield
49321,27149,76470,28219,48251,West Bengal,Covishield
39116,48580,87696,85430,2266,Andhra Pradesh,Covishield
39939,45868,85807,38870,46937,Andaman and Nicobar Islands,Covishield
5358,31419,36777,12293,24484,Arunachal Pradesh,Covishield
28555,31112,59667,23812,35855,Assam,Covishield
8036,44535,52571,31398,21173,Bihar,Covishield
7784,48713,56497,21652,34845,Chandigarh,Covishield
32354,11734,44088,43622,466,Chhattisgarh,Covishield
8351,15502,23853,22352,1501,Dadra and Nagar Haveli and Daman and Diu,Covishield
26051,42930,68981,66469,2512,Delhi,Covishield
20768,36204,56972,52468,4504,Goa,Covishield
31829,42122,73951,69200,4751,Gujarat,Covishield
19072,39231,58303,57444,859,Haryana,Covishield
13147,4509,17656,16657,999,Himachal Pradesh,Covishield
32394,29554,61948,27530,34418,Jammu and Kashmir,Covishield
39337,13089,52426,37432,14994,Jharkhand,Covishield
47164,44345,91509,79666,11843,Karnataka,Covishield
3409,38823,42232,28299,13933,Kerala,Covishield
47372,44796,92168,54344,37824,Lakshadweep,Covishield
12665,40320,52985,41114,11871,Ladakh,Covishield
46783,28052,74835,27667,47168,Madhya Pradesh,Covishield
43353,6305,49658,40016,9642,Maharashtra,Covishield
16834,16055,32889,16020,16869,Manipur,Covishield
18316,34378,52694,41566,11128,Meghalaya,Covishield
38298,46709,85007,53577,31430,Mizoram,Covishield
33470,19876,53346,51493,1853,Nagaland,Covishield
29748,26455,56203,33625,22578,Odisha,Covishield
43675,40158,83833,12178,71655,Puducherry,Covishield
17929,7040,24969,8774,16195,Punjab,Covishield
33969,3090,37059,22806,14253,Rajasthan,Covishield
9788,3979,13767,8636,5131,Sikkim,Covishield
6795,9660,16455,9800,6655,Tamil Nadu,Covishield
26180,35870,62050,35303,26747,Telengana,Covishield
48127,20056,68183,61692,6491,Tripura,Covishield
19486,17381,36867,7767,29100,Uttarakhand,Covishield
1616,45918,47534,17554,29980,Uttar Pradesh,Covishield
39963,42807,82770,51528,31242,West Bengal,Covishield
28055,29910,57965,11160,46805,Andhra Pradesh,Covishield
24331,30613,54944,28246,26698,Andaman and Nicobar Islands,Covishield
12688,21246,33934,25591,8343,Arunachal Pradesh,Covishield
16678,1540,18218,16914,1304,Assam,Covishield
29283,31341,60624,26333,34291,Bihar,Covishield
21321,2471,23792,23171,621,Chandigarh,Covishield
27261,33747,61008,37294,23714,Chhattisgarh,Covishield
19211,12272,31483,15503,15980,Dadra and Nagar Haveli and Daman and Diu,Covishield
42320,40061,82381,59964,22417,Delhi,Covishield
34044,13379,47423,30454,16969,Goa,Covishield
25399,12582,37981,26799,11182,Gujarat,Covishield
37111,37136,74247,73761,486,Haryana,Covishield
39996,45916,85912,64573,21339,Himachal Pradesh,Covishield
27967,18719,46686,29774,16912,Jammu and Kashmir,Covishield
25264,44645,69909,18976,50933,Jharkhand,Covishield
4237,14478,18715,18219,496,Karnataka,Covishield
20755,26537,47292,31038,16254,Kerala,Covishield
18987,36848,55835,25708,30127,Lakshadweep,Covishield
15423,4212,19635,7273,12362,Ladakh,Covishield
19220,33408,52628,42119,10509,Madhya Pradesh,Covishield
48124,17096,65220,30396,34824,Maharashtra,Covishield
30247,29244,59491,18019,41472,Manipur,Covishield
39338,38245,77583,61912,15671,Meghalaya,Covishield
28273,33920,62193,54579,7614,Mizoram,Covishield
23123,2022,25145,10042,15103,Nagaland,Covishield
28173,26268,54441,34178,20263,Odisha,Covishield
21553,23498,45051,34208,10843,Puducherry,Covishield
22068,21056,43124,7893,35231,Punjab,Covishield
9927,24868,34795,20425,14370,Rajasthan,Covishield
9736,31204,40940,22249,18691,Sikkim,Covishield
42641,7072,49713,45760,3953,Tamil Nadu,Covishield
34861,3886,38747,6841,31906,Telengana,Covishield
21992,33241,55233,23472,31761,Tripura,Covishield
16172,39257,55429,30328,25101,Uttarakhand,Covishield
24248,39695,63943,20384,43559,Uttar Pradesh,Covishield
8560,23848,32408,13299,19109,West Bengal,Covishield
10137,9069,19206,6081,13125,Andhra Pradesh,Covishield
4307,31380,35687,27114,8573,Andaman and Nicobar Islands,Covishield
22189,35463,57652,9087,48565,Arunachal Pradesh,Covishield
34346,27007,61353,43353,18000,Assam,Covishield
36097,8432,44529,25711,18818,Bihar,Covishield
42515,10883,53398,19278,34120,Chandigarh,Covishield
42770,26018,68788,12554,56234,Chhattisgarh,Covishield
13597,15329,28926,9259,19667,Dadra and Nagar Haveli and Daman and Diu,Covishield
39906,13800,53706,20009,33697,Delhi,Covishield
22744,49498,72242,36017,36225,Goa,Covishield
44549,22310,66859,11610,55249,Gujarat,Covishield
17978,12582,30560,21599,8961,Haryana,Covishield
2417,14503,16920,10669,6251,Himachal Pradesh,Covishield
21851,37694,59545,14244,45301,Jammu and Kashmir,Covishield
38976,41385,80361,7879,72482,Jharkhand,Covishield
41003,19925,60928,6578,54350,Karnataka,Covishield
39276,32591,71867,44852,27015,Kerala,Covishield
26666,2995,29661,11158,18503,Lakshadweep,Covishield
18217,10863,29080,28844,236,Ladakh,Covishield
43292,1929,45221,5333,39888,Madhya Pradesh,Covishield
14677,30751,45428,32820,12608,Maharashtra,Covishield
34731,26392,61123,14532,46591,Manipur,Covishield
3852,48924,52776,20991,31785,Meghalaya,Covishield
11563,30056,41619,26138,15481,Mizoram,Covishield
14739,45789,60528,45762,14766,Nagaland,Covishield
33569,18411,51980,5371,46609,Odisha,Covishield
26693,34129,60822,59908,914,Puducherry,Covishield
34786,7104,41890,36722,5168,Punjab,Covishield
39473,21823,61296,6147,55149,Rajasthan,Covishield
42010,42950,84960,18887,66073,Sikkim,Covishield
11668,11449,23117,5214,17903,Tamil Nadu,Covishield
48093,30528,78621,62233,16388,Telengana,Covishield
2957,18960,21917,20313,1604,Tripura,Covishield
4504,15634,20138,9466,10672,Uttarakhand,Covishield
25795,27333,53128,6115,47013,Uttar Pradesh,Covishield
10423,18675,29098,19604,9494,West Bengal,Covishield
24309,5727,30036,7560,22476,Andhra Pradesh,Covishield
20527,3073,23600,15172,8428,Andaman and Nicobar Islands,Covishield
45036,33211,78247,38880,39367,Arunachal Pradesh,Covishield
1814,26012,27826,9059,18767,Assam,Covishield
31777,17178,48955,17117,31838,Bihar,Covishield
12567,15596,28163,21792,6371,Chandigarh,Covishield
10393,17430,27823,21553,6270,Chhattisgarh,Covishield
46139,5393,51532,32052,19480,Dadra and Nagar Haveli and Daman and Diu,Covishield
22960,21360,44320,43077,1243,Delhi,Covishield
38158,11600,49758,37187,12571,Goa,Covishield
46585,13372,59957,6760,53197,Gujarat,Covishield
26423,39267,65690,47991,17699,Haryana,Covishield
33837,2266,36103,22754,13349,Himachal Pradesh,Covishield
11471,45776,57247,23417,33830,Jammu and Kashmir,Covishield
18623,35384,54007,10188,43819,Jharkhand,Covishield
29372,33797,63169,31951,31218,Karnataka,Covishield
39844,22017,61861,27755,34106,Kerala,Covishield
5799,46889,52688,13205,39483,Lakshadweep,Covishield
32132,38465,70597,41860,28737,Ladakh,Covishield
12794,5282,18076,13782,4294,Madhya Pradesh,Covishield
4973,29999,34972,5726,29246,Maharashtra,Covishield
23851,3966,27817,19869,7948,Manipur,Covishield
38576,40570,79146,41232,37914,Meghalaya,Covishield
25277,48666,73943,57196,16747,Mizoram,Covishield
46605,15110,61715,60512,1203,Nagaland,Covishield
19653,19970,39623,23033,16590,Odisha,Covishield
17277,12675,29952,25251,4701,Puducherry,Covishield
19086,23025,42111,14083,28028,Punjab,Covishield
1855,27841,29696,17401,12295,Rajasthan,Covishield
45396,36813,82209,55292,26917,Sikkim,Covishield
45982,27140,73122,56751,16371,Tamil Nadu,Covishield
41734,28419,70153,49122,21031,Telengana,Covishield
34787,34797,69584,8820,60764,Tripura,Covishield
25826,17834,43660,10643,33017,Uttarakhand,Covishield
20724,45694,66418,59525,6893,Uttar Pradesh,Covishield
11456,42463,53919,42275,11644,West Bengal,Covishield
4807,33815,38622,34551,4071,Andhra Pradesh,Covishield
23976,43290,67266,16887,50379,Andaman and Nicobar Islands,Covishield
39596,48522,88118,38940,49178,Arunachal Pradesh,Covishield
29158,10471,39629,15455,24174,Assam,Covishield
22418,2225,24643,15819,8824,Bihar,Covishield
24550,19903,44453,9510,34943,Chandigarh,Covishield
4277,29442,33719,14636,19083,Chhattisgarh,Covishield
17169,20010,37179,8844,28335,Dadra and Nagar Haveli and Daman and Diu,Covishield
18324,40940,59264,52972,6292,Delhi,Covishield
5616,49222,54838,35740,19098,Goa,Covishield
44356,3219,47575,40190,7385,Gujarat,Covishield
26791,8927,35718,6684,29034,Haryana,Covishield
27510,4665,32175,18046,14129,Himachal Pradesh,Covishield
27674,7394,35068,8559,26509,Jammu and Kashmir,Covishield
10589,40751,51340,27105,24235,Jharkhand,Covishield
26251,22800,49051,11151,37900,Karnataka,Covishield
33461,40151,73612,50855,22757,Kerala,Covishield
9943,25626,35569,12069,23500,Lakshadweep,Covishield
8596,45615,54211,8337,45874,Ladakh,Covishield
33789,23560,57349,24007,33342,Madhya Pradesh,Covishield
25924,36016,61940,27709,34231,Maharashtra,Covishield
36795,14555,51350,35599,15751,Manipur,Covishield
19622,11790,31412,21732,9680,Meghalaya,Covishield
9732,38630,48362,6917,41445,Mizoram,Covishield
2984,28856,31840,23831,8009,Nagaland,Covishield
24380,26351,50731,19445,31286,Odisha,Covishield
33081,40724,73805,69239,4566,Puducherry,Covishield
40700,32702,73402,36484,36918,Punjab,Covishield
39361,10222,49583,14622,34961,Rajasthan,Covishield
38388,35807,74195,56429,17766,Sikkim,Covishield
25353,40241,65594,19023,46571,Tamil Nadu,Covishield
29467,9434,38901,26566,12335,Telengana,Covishield
42939,33046,75985,27105,48880,Tripura,Covishield
41482,27665,69147,64395,4752,Uttarakhand,Covishield
33081,37780,70861,38498,32363,Uttar Pradesh,Covishield
49163,14088,63251,34806,28445,West Bengal,Covishield
9514,34634,44148,36974,7174,Andhra Pradesh,Covishield
20975,18832,39807,30128,9679,Andaman and Nicobar Islands,Covishield
16630,46265,62895,30220,32675,Arunachal Pradesh,Covishield
28471,40862,69333,59899,9434,Assam,Covishield
29893,3038,32931,16526,16405,Bihar,Covishield
34719,1783,36502,20872,15630,Chandigarh,Covishield
28056,10821,38877,25719,13158,Chhattisgarh,Covishield
46035,7324,53359,9389,43970,Dadra and Nagar Haveli and Daman and Diu,Covishield
29727,27015,56742,18194,38548,Delhi,Covishield
1917,27779,29696,26908,2788,Goa,Covishield
36482,2777,39259,9564,29695,Gujarat,Covishield
26052,18659,44711,39007,5704,Haryana,Covishield
25619,10552,36171,7565,28606,Himachal Pradesh,Covishield
16649,12739,29388,23854,5534,Jammu and Kashmir,Covishield
33840,47319,81159,22074,59085,Jharkhand,Covishield
45661,25890,71551,36836,34715,Karnataka,Covishield
25732,42897,68629,13238,55391,Kerala,Covishield
39348,23075,62423,27569,34854,Lakshadweep,Covishield
28751,1945,30696,22359,8337,Ladakh,Covishield
21890,7708,29598,18420,11178,Madhya Pradesh,Covishield
1616,38847,40463,21805,18658,Maharashtra,Covishield
35880,12080,47960,38380,9580,Manipur,Covishield
47137,16567,63704,34856,28848,Meghalaya,Covishield
29986,41531,71517,62156,9361,Mizoram,Covishield
16142,43891,60033,16817,43216,Nagaland,Covishield
8472,4968,13440,8532,4908,Odisha,Covishield
12636,29635,42271,20845,21426,Puducherry,Covishield
49832,26349,76181,24305,51876,Punjab,Covishield
12963,20160,33123,22336,10787,Rajasthan,Covishield
31329,46968,78297,61877,16420,Sikkim,Covishield
13508,48005,61513,5439,56074,Tamil Nadu,Covishield
33398,49684,83082,71366,11716,Telengana,Covishield
2037,23173,25210,8944,16266,Tripura,Covishield
27075,30167,57242,44965,12277,Uttarakhand,Covishield
46021,10525,56546,24417,32129,Uttar Pradesh,Covishield
2020,10904,12924,11061,1863,West Bengal,Covishield
28567,32942,61509,57160,4349,Andhra Pradesh,Covishield
33287,37617,70904,20568,50336,Andaman and Nicobar Islands,Covishield
17702,21809,39511,12097,27414,Arunachal Pradesh,Covishield
13394,36794,50188,37818,12370,Assam,Covishield
48540,41983,90523,24776,65747,Bihar,Covishield
49622,36159,85781,85324,457,Chandigarh,Covishield
36432,19855,56287,13702,42585,Chhattisgarh,Covishield
15299,9048,24347,8722,15625,Dadra and Nagar Haveli and Daman and Diu,Covishield
11918,9426,21344,8687,12657,Delhi,Covishield
5852,22156,28008,9332,18676,Goa,Covishield
3036,4928,7964,5145,2819,Gujarat,Covishield
13238,3332,16570,13551,3019,Haryana,Covishield
35869,36332,72201,32825,39376,Himachal Pradesh,Covishield
19092,31241,50333,26588,23745,Jammu and Kashmir,Covishield
6146,32069,38215,37515,700,Jharkhand,Covishield
32980,12215,45195,8900,36295,Karnataka,Covishield
38820,31605,70425,30494,39931,Kerala,Covishield
27594,34822,62416,50607,11809,Lakshadweep,Covishield
29658,2453,32111,13564,18547,Ladakh,Covishield
31830,12195,44025,19982,24043,Madhya Pradesh,Covishield
37852,15945,53797,5836,47961,Maharashtra,Covishield
11301,23551,34852,28611,6241,Manipur,Covishield
9842,31120,40962,20025,20937,Meghalaya,Covishield
29423,11691,41114,20312,20802,Mizoram,Covishield
26206,47371,73577,32955,40622,Nagaland,Covishield
16035,18600,34635,28470,6165,Odisha,Covishield
16923,19269,36192,29663,6529,Puducherry,Covishield
24748,14930,39678,8413,31265,Punjab,Covishield
6953,24331,31284,22277,9007,Rajasthan,Covishield
9959,34604,44563,34524,10039,Sikkim,Covishield
14789,19705,34494,33071,1423,Tamil Nadu,Covishield
27863,6394,34257,33750,507,Telengana,Covishield
12138,26568,38706,20071,18635,Tripura,Covishield
16706,25811,42517,39758,2759,Uttarakhand,Covishield
30967,4715,35682,15975,19707,Uttar Pradesh,Covishield
43762,24900,68662,10863,57799,West Bengal,Covishield
30943,33409,64352,56667,7685,Andhra Pradesh,Covishield
30000,35993,65993,20900,45093,Andaman and Nicobar Islands,Covishield
13776,8984,22760,10111,12649,Arunachal Pradesh,Covishield
48557,36000,84557,16795,67762,Assam,Covishield
47530,41382,88912,40086,48826,Bihar,Covishield
29331,14003,43334,26368,16966,Chandigarh,Covishield
16516,30566,47082,40474,6608,Chhattisgarh,Covishield
16898,35869,52767,9761,43006,Dadra and Nagar Haveli and Daman and Diu,Covishield
8694,20516,29210,23829,5381,Delhi,Covishield
30707,25226,55933,37710,18223,Goa,Covishield
47124,38307,85431,57135,28296,Gujarat,Covishield
16797,38825,55622,5790,49832,Haryana,Covishield
38926,5063,43989,19084,24905,Himachal Pradesh,Covishield
3347,3634,6981,5431,1550,Jammu and Kashmir,Covishield
45928,19205,65133,9585,55548,Jharkhand,Covishield
17322,43245,60567,14243,46324,Karnataka,Covishield
23890,38884,62774,55858,6916,Kerala,Covishield
33355,27016,60371,12071,48300,Lakshadweep,Covishield
33999,33483,67482,17846,49636,Ladakh,Covishield
30815,40475,71290,11918,59372,Madhya Pradesh,Covishield
5764,3441,9205,7006,2199,Maharashtra,Covishield
46566,48577,95143,35838,59305,Manipur,Covishield
38235,11289,49524,8362,41162,Meghalaya,Covishield
26615,5520,32135,11865,20270,Mizoram,Covishield
32794,15350,48144,39291,8853,Nagaland,Covishield
47238,7279,54517,50439,4078,Odisha,Covishield
25083,6148,31231,11510,19721,Puducherry,Covishield
47323,13984,61307,55220,6087,Punjab,Covishield
46508,29363,75871,44087,31784,Rajasthan,Covishield
11470,35052,46522,36250,10272,Sikkim,Covishield
26503,43894,70397,59093,11304,Tamil Nadu,Covishield
44044,38321,82365,56539,25826,Telengana,Covishield
18576,34820,53396,9333,44063,Tripura,Covishield
18088,38035,56123,9210,46913,Uttarakhand,Covishield
41369,16674,58043,30370,27673,Uttar Pradesh,Covishield
13747,16373,30120,28647,1473,West Bengal,Covishield
34772,18110,52882,48208,4674,Andhra Pradesh,Covishield
3137,42655,45792,14973,30819,Andaman and Nicobar Islands,Covishield
46466,18543,65009,6723,58286,Arunachal Pradesh,Covishield
20042,43368,63410,14653,48757,Assam,Covishield
6834,17144,23978,20469,3509,Bihar,Covishield
49609,21357,70966,57138,13828,Chandigarh,Covishield
10195,35302,45497,21582,23915,Chhattisgarh,Covishield
12006,46351,58357,24387,33970,Dadra and Nagar Haveli and Daman and Diu,Covishield
42953,17632,60585,51387,9198,Delhi,Covishield
16362,35078,51440,40746,10694,Goa,Covishield
9155,13131,22286,12387,9899,Gujarat,Covishield
26165,47687,73852,48919,24933,Haryana,Covishield
5852,9068,14920,7402,7518,Himachal Pradesh,Covishield
5617,46266,51883,18671,33212,Jammu and Kashmir,Covishield
9483,36884,46367,6467,39900,Jharkhand,Covishield
39573,10099,49672,39710,9962,Karnataka,Covishield
41008,34280,75288,56487,18801,Kerala,Covishield
38402,24776,63178,44329,18849,Lakshadweep,Covishield
28553,24114,52667,26904,25763,Ladakh,Covishield
2844,20762,23606,6597,17009,Madhya Pradesh,Covishield
28604,30715,59319,41710,17609,Maharashtra,Covishield
47355,28179,75534,47464,28070,Manipur,Covishield
13302,46538,59840,37094,22746,Meghalaya,Covishield
30177,35970,66147,14773,51374,Mizoram,Covishield
28037,39251,67288,60398,6890,Nagaland,Covishield
4830,29910,34740,16915,17825,Odisha,Covishield
7824,26980,34804,17387,17417,Puducherry,Covishield
33556,45183,78739,53594,25145,Punjab,Covishield
25340,30008,55348,15924,39424,Rajasthan,Covishield
48980,33978,82958,44959,37999,Sikkim,Covishield
28344,36816,65160,48239,16921,Tamil Nadu,Covishield
